epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,417.45,1.13308,1.02138,1.03687,0.39691,0.59272,0.39447,0.22553,1.68203,2.36548,1.15527,0.00113898,0.00113898,0.00113898
43,426.934,1.13327,1.03466,1.03198,0.55651,0.71481,0.66911,0.39704,1.66905,1.36096,1.13959,0.00113191,0.00113191,0.00113191
44,436.436,1.13765,1.02358,1.03301,0.57089,0.66279,0.61347,0.34698,1.65968,1.57727,1.15003,0.00112484,0.00112484,0.00112484
45,445.945,1.11888,1.00174,1.02892,0.54398,0.61767,0.59373,0.35004,1.68334,1.52175,1.16355,0.00111776,0.00111776,0.00111776
46,455.678,1.14759,1.01308,1.04074,0.62302,0.67382,0.67813,0.39248,1.64346,1.34077,1.15313,0.00111069,0.00111069,0.00111069
47,465.237,1.13827,0.99378,1.03198,0.59311,0.70977,0.64187,0.37853,1.64144,1.44949,1.14022,0.00110362,0.00110362,0.00110362
48,474.89,1.13728,1.01467,1.03761,0.5383,0.63016,0.53133,0.30281,1.69712,1.89698,1.17631,0.00109654,0.00109654,0.00109654
49,484.422,1.13492,0.99529,1.03497,0.58049,0.70389,0.6602,0.39561,1.60009,1.39438,1.13019,0.00108947,0.00108947,0.00108947
50,493.901,1.11834,0.97507,1.02453,0.62044,0.62894,0.66785,0.39682,1.65631,1.37865,1.14222,0.0010824,0.0010824,0.0010824
51,503.365,1.12365,0.98157,1.02544,0.62883,0.69141,0.68453,0.39754,1.60712,1.34992,1.12399,0.00107532,0.00107532,0.00107532
52,512.902,1.10685,0.9546,1.01893,0.53175,0.62153,0.58093,0.34442,1.63598,1.53486,1.13862,0.00106825,0.00106825,0.00106825
53,522.611,1.10964,0.9663,1.02133,0.52051,0.6546,0.59291,0.34405,1.6413,1.55897,1.12713,0.00106118,0.00106118,0.00106118
54,532.124,1.08982,0.93023,1.01186,0.58653,0.70462,0.66031,0.39358,1.66674,1.34791,1.14735,0.0010541,0.0010541,0.0010541
55,541.685,1.09484,0.9398,1.01704,0.58533,0.66358,0.64772,0.3822,1.66948,1.38865,1.13978,0.00104703,0.00104703,0.00104703
56,551.304,1.09398,0.93919,1.01302,0.61532,0.64385,0.63087,0.36482,1.65336,1.4212,1.15427,0.00103995,0.00103995,0.00103995
57,560.771,1.09843,0.92787,1.01161,0.52877,0.72935,0.65125,0.37297,1.67726,1.40954,1.1608,0.00103288,0.00103288,0.00103288
58,570.241,1.07934,0.90382,1.01122,0.51035,0.5934,0.55888,0.32197,1.65775,1.59221,1.15918,0.00102581,0.00102581,0.00102581
59,579.705,1.08813,0.92768,1.01052,0.61857,0.66653,0.67477,0.40804,1.66295,1.30569,1.14532,0.00101873,0.00101873,0.00101873
60,589.233,1.0757,0.88477,1.00806,0.64944,0.68666,0.67099,0.39195,1.6399,1.365,1.15197,0.00101166,0.00101166,0.00101166
61,598.844,1.08459,0.89893,1.00578,0.59119,0.63205,0.62092,0.35984,1.71858,1.4646,1.17769,0.00100459,0.00100459,0.00100459
62,608.301,1.08042,0.88804,1.01141,0.46648,0.55155,0.43592,0.24317,1.72995,2.27531,1.18647,0.000997513,0.000997513,0.000997513
63,617.732,1.07639,0.89012,1.00145,0.56577,0.68942,0.61885,0.35313,1.64861,1.36309,1.14535,0.00099044,0.00099044,0.00099044
64,627.169,1.05669,0.87919,1.0008,0.55836,0.74779,0.65666,0.37712,1.66696,1.40111,1.15299,0.000983366,0.000983366,0.000983366
65,636.652,1.06793,0.87602,0.99887,0.60819,0.65423,0.65174,0.39028,1.66717,1.37873,1.155,0.000976293,0.000976293,0.000976293
66,646.251,1.05534,0.8776,0.99656,0.58889,0.63946,0.61599,0.3526,1.67713,1.4969,1.16325,0.000969219,0.000969219,0.000969219
67,655.829,1.05145,0.86581,0.99742,0.62947,0.6729,0.64493,0.37039,1.73621,1.44827,1.16754,0.000962146,0.000962146,0.000962146
68,665.913,1.04336,0.83904,0.9933,0.62437,0.68902,0.65726,0.38207,1.71972,1.42406,1.16501,0.000955072,0.000955072,0.000955072
69,675.351,1.03185,0.84381,0.9899,0.59331,0.62738,0.62577,0.35144,1.70046,1.48042,1.17782,0.000947999,0.000947999,0.000947999
70,684.902,1.03665,0.83205,0.98989,0.60194,0.71389,0.67149,0.39429,1.69402,1.39039,1.15946,0.000940925,0.000940925,0.000940925
71,694.474,1.03965,0.84323,0.98756,0.60034,0.62365,0.60242,0.35626,1.71728,1.50316,1.17723,0.000933851,0.000933851,0.000933851
72,704.173,1.03485,0.82255,0.98055,0.62651,0.65691,0.63532,0.36374,1.69776,1.45442,1.16707,0.000926778,0.000926778,0.000926778
73,713.721,1.03776,0.81675,0.98278,0.64644,0.62269,0.64537,0.37551,1.69022,1.35424,1.16679,0.000919704,0.000919704,0.000919704
74,723.31,1.02722,0.82439,0.97982,0.61201,0.69907,0.66229,0.38649,1.73488,1.37634,1.17295,0.000912631,0.000912631,0.000912631
75,732.942,1.03627,0.81645,0.98236,0.63081,0.62868,0.64258,0.38147,1.66305,1.37938,1.14573,0.000905557,0.000905557,0.000905557
76,742.377,1.03612,0.80341,0.98263,0.6017,0.64639,0.62232,0.35857,1.71761,1.4987,1.16446,0.000898484,0.000898484,0.000898484
77,751.866,1.0243,0.7832,0.97705,0.63617,0.66883,0.665,0.38761,1.67642,1.35367,1.15511,0.00089141,0.00089141,0.00089141
78,761.36,1.02091,0.77974,0.97429,0.62973,0.59452,0.62981,0.35143,1.72262,1.42668,1.17683,0.000884337,0.000884337,0.000884337
79,770.885,1.01344,0.78675,0.97652,0.60156,0.66598,0.64562,0.38638,1.67837,1.36413,1.14768,0.000877263,0.000877263,0.000877263
